,word,phonetic,translation
1354,identified,,a. 被认同者；经鉴定的；被识别的
1355,lifetime,'laiftaim,"n. 一生, 终生
a. 一生的, 终生的"
1356,statistical,stә'tistikl,"a. 统计的, 统计上的, 统计学的
[经] 统计的, 统计学的"
1357,assembly,ә'sembli,"n. 与会者, 集会, 装配, 组件
[化] 装配"
1358,balance,'bælәns,"n. 平衡, 差额
vi. 平衡, 相等
vt. 称, 权衡, 比较, 使平衡, 结算, 抵消"
1359,communication,kә.mju:ni'keiʃәn,"n. 交流, 交通, 通讯
[计] 通信"
1360,involved,in'vɔlvd,"a. 难懂的, 复杂的, 不易懂的, 卷入...之中的, 累及..., 与...有关, 被纠缠的
[计] 包含, 涉及"
1361,maintain,mein'tein,"vt. 维持, 维修, 保持, 坚持, 供养, 主张
[化] 维修"
1362,mesh,meʃ,"n. 网孔, 网丝, 网眼, 网状物, 圈套, 陷阱, 啮合
vt. 以网捕捉, 啮合, 使缠住
vi. 落网, 相啮合"
1363,namely,'neimli,"adv. 即, 就是, 换句话说"
1364,supplemental,.sʌpli'mentl,"a. 补足的, 追加的
[医] 补充的, 补足的"
1365,arrangement,ә'reindʒmәnt,"n. 排列, 整齐, 安排
[计] 排列"
1366,correct,kә'rekt,"a. 正确的, 合适的
vt. 改正, 订正"
1367,hooker,'hukә,"n. 用钩子的人, 渔船"
1368,processing,prәu'sesiŋ,"[计] 处理
[化] 加工"
1369,subsequently,'sʌbsikwәntli,"adv. 后来, 随后"
1370,evaluation,i.vælju'eiʃәn,"n. 评估, 估价, 求值
[计] 鉴定; 评价; 求值"
1371,funding,'fʌndiŋ,[经] 债务转期
1372,match,mætʃ,"n. 比赛, 火柴, 对手
vt. 使相配, 使比赛, 与...竞争
vi. 结婚, 相配
[计] 比较"
1373,oxide,'ɒksaid,"n. 氧化物
[医] 氧化物"
1374,proper,'prɒpә,"a. 适当的, 固有的, 高尚的, 专属的
adv. 完全地, 彻底地"
1375,resolve,ri'zɒlv,"vi. 决定, 分解, 决心
vt. 使分解, 解析, 解决, 消除, 决心
n. 决定之事, 决心, 坚决"
1376,warm,wɒ:m,"a. 暖和的, 暖的, 温暖的, 热烈的, 兴奋的, 激烈的, 多情的, 色情的
vt. 使温暖, 弄热, 使兴奋, 使充满仇恨
vi. 变暖和, 变温暖, 取暖, 激动, 同情, 爱好
n. 暖, 保暖物"
1377,complicated,'kɒmplikeitid,"a. 复杂的
[医] 并发的"
1378,downstream,'daun'stri:m,"adv. 下游地
a. 下游的"
1379,evident,'evidәnt,"a. 显然的, 明显的"
1380,illumination,i.lju:mi'neiʃәn,"n. 照明, 阐明, 启发
[医] 照明, 映光"
1381,curved,,a. 弯曲的；弄弯的
1382,environment,in'vairәnmәnt,"n. 环境, 外界, 围绕
[计] 环境"
1383,extension,ik'stenʃәn,"n. 延长, 扩充, 范围, 扩展名
a. 伸缩的
[计] 扩展名, 扩充名"
1384,localized,,a. 小范围的；局部的；地区的
1385,mechanical,mi'kænikәl,"a. 机械的, 机械性的, 力学的
[医] 机械的, 力学的"
1386,potentially,pә'tenʃәli,"adv. 可能地, 潜在地"
1387,semiconductor,.semikәn'dʌktә,"n. 半导体
[化] 半导体"
1388,shadow,'ʃædәu,"n. 阴影, 荫, 影子, 影像, 阴暗, 幽灵, 少许, 隐蔽处, 庇护
vt. 遮蔽, 使朦胧, 预示, 尾随
vi. 渐变, 变阴暗
[计] 阴影"
1389,tutorial,tju:'tɒ:riәl,"n. 个别指导, 论文, 学习指南, 指导手册
a. 个别指导的, 家庭教师的, 辅导的
[计] 教程"
1390,twice,twais,"adv. 两次, 两倍"
1391,weakly,'wi:kli,"a. 弱的, 虚弱的
adv. 微弱地, 虚弱地"
1392,considerable,kәn'sidәrәbl,"a. 相当的, 可观的, 重要的"
1393,literature,'litәrәtʃә,"n. 文学, 文艺, 著作
[经] 广告, 商品介绍等文学"
1394,marked,mɑ:kt,"a. 有记号的, 显著的, 醒目的
[化] 有记号的; 显著的"
1395,mental,'mentl,"a. 心智的, 精神病的, 心理的, 颏的
n. 精神病患者"
1396,nor,nɒ:,"conj. 也不, 也没有
[计] 或非"
1397,offer,'ɒfә,"n. 给予(物), 出价, 提议, 意图, 报价
vt. 提供, 出价, 奉献, 试图, 使出现, 演出
vi. 出现, 献祭, 提议, 求婚"
1398,positioning,pә'ziʃәniŋ,"n. 定位；配置, 布置"
1399,precisely,pri'saisli,"adv. 精确地, 明确地, 刻板地, 拘泥地, 正好, 恰恰, 对, 正是如此, 确实如此, 不错"
1400,row,rәu. rau,"n. 排, 行, 街道, 划船, 吵闹
vt. 使成排, 划, 划船, 参加(赛船), 痛骂
vi. 划船, 划动, 争吵
[计] 行"
1401,thanks,,"n. 感谢, 谢意, 谢忱
interj. 谢谢, 谢谢你"
1402,voltage,'vәultidʒ,"n. 电压, 伏特数
[化] 电压"
1403,coordinate,kәu'ɒ:dineit,"n. 同等的人(或物), 坐标
a. 同等的, 并列的
v. (使)协调"
1404,history,'histәri,"n. 历史, 过去, 经历, 发展过程, 历史学, 过去的事, 历史记录
[计] 历史记录"
1405,limiting,'limitiŋ,"a. 限制的
[电] 极限"
1406,portion,'pɒ:ʃәn,"n. 部分, 一份, 命运, 嫁妆
vt. 分配, 给...嫁妆"
1407,community,kә'mju:niti,"n. 社区, 公众, 共有, 共同体
[经] 公众, 共有, 社会"
1408,head,hed,"n. 头, 头脑, 领袖, 脑袋, 最前的部分
vt. 为首, 朝向, 前进, 用头顶
vi. 朝特定方向行进, (作物)结穗
a. 头的, 在顶端的, 主要的
[计] 磁头; 冲头"
1409,height,hait,"n. 高度, 海拔, 高地, 顶点
[化] 高度"
1410,rotating,,"[医] 旋转的, 转动的"
1411,tech,tek,n. 技术学院或学校
1412,additionally,,"adv. 另外, 此外"
1413,affected,ә'fektid,"a. 假装的, 做作的, 受影响的"
1414,dark,dɑ:k,"n. 黑暗, 夜, 黄昏, 模糊
a. 黑暗的, 暗的, 深色的, 隐密的, 模糊的, 无知的"
1415,extent,ik'stent,"n. 范围, 程度, 区域
[计] 范围"
1416,read,ri:d,"v. 读, 阅读, 理解
a. 有学问的
n. 读取, 阅读
[计] 读取"
1417,approximate,ә'prɒksimәt,"a. 大约的, 接近的, 近似的
vt. 接近, 使接近, 粗略估计
vi. 接近于"
1418,commercial,kә'mә:ʃәl,"a. 商业的, 商用的, 商品化的
n. 商业广告节目"
1419,link,liŋk,"n. 环, 连结物, 链接, 火把
vt. 连结, 联合, 挽住
vi. 连接起来
[计] 连接, 链路"
1420,puff,pʌf,"n. 一阵喷烟, 肿块, 喘息
v. 喷出, 张开, 吹捧, (使)充气, 喘气, (使)骄傲, (使)膨胀"
1421,tested,,"a. 经过试验的, 经受过考验的, 经验定的, 检验无病的"
1422,apply,ә'plai,"vt. 涂, 应用
vi. 申请, 适用"
1423,electronics,.ilek'trɒniks,"n. 电子学
[计] 电子学"
1424,excellent,'ekslәnt,"a. 优良的, 杰出的, 出色的"
1425,guide,gaid,"n. 引导者, 导游, 指南, 路标
vt. 指导, 支配, 管理, 带领, 操纵
vi. 任向导
[计] 辅助线"
1426,true,tru:,"a. 真实的, 正确的, 忠诚的, 可靠的, 纯粹的, 正式的
n. 真实, 准确
adv. 真实地, 准确地"
1427,appendix,ә'pendiks,"n. 附录, 附加物, 阑尾
[化] 增补"
1428,cascade,kæ'skeid,"n. 小瀑布, 瀑布状物
vi. 成瀑布落下
[计] 层叠, 级联"
1429,exceed,ik'si:d,"vt. 超过, 超越, 胜过
vi. 超过其他"
1430,fur,fә:,"n. 毛皮
vt. 以毛皮制作, 使生苔, 使生水垢
vi. 生苔, 积水垢"
1431,lattice,'lætis,"n. 格子, 组合格子, 格子状东西
vt. 制做格子, 使成格子状
[计] 格"
1432,perfect,'pә:fikt,"n. 完成时
a. 完美的, 完好的, 理想的, 熟练的, 精确的, 完成式的
vt. 使完美, 修改, 使精通, 改善, 使熟练"
1433,adjusted,ә'dʒʌstid,"a. 调整过的
[机] 调节了的"
1434,displacement,dis'pleismәnt,"n. 换置, 移位, 移动, 取代
[化] 顶替展开法"
1435,exactly,i^'zæktli,"adv. 确切地, 精确地, 恰好, 完全地, 确实, 恰恰正是, 确实如此"
1436,sampling,'sɑ:mpliŋ,"[计] 抽样; 采样
[化] 取样"
1437,ever,'evә,"adv. 曾经, 究竟, 永远"
1438,lab,læb,"n. 实验室, 研究室
[医] 凝乳酶"
1439,limitation,.limi'teiʃәn,"n. 限制, 缺陷, 限额
[医] 限界, 限制, 限度"
1440,quantity,'kwɒntәti,"n. 量, 数量, 总量
[计] 数量; 量"
1441,reliable,ri'laiәbl,"a. 可靠的, 可信赖的
[法] 可靠的, 可信赖的, 确实的"
1442,route,ru:t,"n. 路径, 途径, 路线
vt. 确定路线, 按规定路线发送
[计] 传递, 路由设定程序"
1443,stripped,stript,a. 剥去的
1444,academic,.ækә'demik,"a. 学院的, 学术的, 不切实际的
n. 大学生, 大学教师, 学者, 学会会员"
1445,chain,tʃein,"n. 链, 枷锁, 束缚
vt. 用铁练锁住, 束缚, 囚禁"
1446,come,kʌm,"vi. 过来, 来, 到达, 出现, 开始
interj. 喂"
1447,dedicated,'dedikeitid,"a. 专注的, 献身的"
1448,diagram,'daiәɡræm,n. 图表；图解
1449,diamond,'daiәmәnd,"n. 钻石, 菱形
[计] 菱形"
1450,eventually,i'ventʃuәli,"adv. 最后, 终于"
1451,exhibit,ig'zibit,"n. 显示, 显现, 展览品, 陈列品, 展览
vt. 展现, 陈列, 展览
vi. 开展览会"
1452,membrane,'membrein,"n. 薄膜, 膜, 羊皮纸
[化] 膜; 隔膜"
1453,operate,'ɒpәreit,"v. 操作, 运转, 动手术, 活动"
1454,plateau,plæ'tәu,"n. 高地, 高原, (上升后的)稳定水平
[医] 高原, 平顶, 坪"
1455,stationary,'steiʃ(ә)nәri,"a. 不动的, 静止的, 不变的, 固定的, 停留的
[计] 定常, 定态, 固定的"
1456,treated,'tri:tid,v. 对待；招待；治疗（treat的过去分词）
1457,aspect,'æspekt,"n. 外观, 方面, 面貌, 方向
[医] 方面, 局面; 外观"
1458,closely,'klәusli,adv. 接近地
1459,construction,kәn'strʌkʃәn,"n. 建筑, 构造, 建筑物
[化] 施工"
1460,gaseous,'gæsiәs,"a. 气体的, 气态的, 无实质的
[医] 气[体]的"
1461,goal,gәul,"n. 目标, 终点, 得分, 球门, 守门员
vi. 攻门, 射门得分"
1462,grazing,'greiziŋ,"n. 放牧, 牧草, 草场, 放牧法"
1463,robust,rәu'bʌst,"a. 健康的, 强健的, 要用力气的, 坚定的, 粗野的
[计] 健壮性"
1464,determining,,v. 决定（determine的ing形式）
1465,flight,flait,"n. 飞行, 射程, 逃走, 飞跃, 飞机航程, 班机, 迁徙, 飞逝
vi. 迁徙
vt. 射击(飞禽), 为(箭)装上羽毛, 使惊飞"
1466,fluctuation,.flʌktʃu'eiʃәn,"n. 变动, 波动, 动摇
[化] 涨落; 起伏; 波动; 脉动"
1467,gong,gɒŋ,"n. 铜锣, 皿形钟
vt. 鸣锣召唤"
1468,option,'ɒpʃәn,"n. 选择权, 挑选, 选项
[计] 选项"
1469,scatter,'skætә,"n. 消散, 分散, 散播, 散射, 散布, 酒馆
vi. 散布, 散播, 消散
vt. 使消散, 使分散, 撒, 散布, 散播, 散射
[计] 散点图"
1470,timing,'taimiŋ,"n. 时间选择, 时间测定, 定时, 调速
[计] 定时器时钟"
1471,visualization,.viʒuәlai'zeiʃәn,"n. 可见性, 形象化
[医] 使显形, 造影[术], 想象"
1472,answer,'ɑ:nsә,"n. 答案, 回答, 回报, 答辩
vt. 回答, 反驳, 适应, 响应, 符合
vi. 回答, 答应, 负责, 符合, 成功
[计] 用户问题及答案新闻组"
1473,polymer,'pɒlimә,"n. 聚合物, 聚合体
[化] 多聚体; 高分子; 大分子; 聚合物"
1474,simulate,'simjuleit,"vt. 模拟, 假装, 模仿
[法] 伪装的, 模拟的; 假装的, 伪装的, 冒充"
1475,simultaneous,.simәl'teinjәs,"a. 同时的, 同时发生的
[计] 同时的"
1476,straightforward,streit'fɒ:wәd,"a. 笔直的, 率直的, 明确的, 简单的, 直接的"
1477,substantially,sәb'stænʃәli,"adv. 实质上, 本质上, 大体上"
1478,sun,sʌn,"n. 太阳, 日, 日光, 阳光
vt. 晒
vi. 晒太阳"
1479,tube,tju:b,"n. 管, 软管, 隧道
vt. 把...装管, 使通过管子
[计] 管子"
1480,aberration,æbә'reiʃәn,"n. 离开正路, 偏离, 畸变, 光行差, 心理失常, 色差
[化] 光行差; 像差"
1481,blow,blәu,"n. 吹, 打击, 殴打, 花开
v. 吹, 风吹, 吹响, 开花"
1482,conservation,.kɒnsә'veiʃәn,"n. 保护, 保存
[医] 保存"
1483,course,kɒ:s,"n. 课程, 路线, 过程, 一道菜, 道路
v. 追, (使)跑"
1484,elliptical,i'liptikәl,"a. 椭圆的
[医] 椭圆形的"
1485,explore,ik'splɒ:,"v. 探险, 探测, 探究"
1486,exposed,ik'spәuzd,"a. 暴露的, 无掩蔽的, 易受攻击的"
1487,extensive,ik'stensiv,"a. 广的, 广泛的, 多方面的
[经] 广大的, 扩大的"
1488,format,'fɒ:mæt,"n. 开本, 版式, 形式, 格式
vt. 格式化
[计] 格式; DOS外部命令:对磁盘进行格式化"
1489,optimize,'ɒptimaiz,"vt. 使完美, 使完善, 充分利用, 乐观地对待, 优化
vi. 持乐观态度
[计] 优化"
1490,properly,'prɒpәli,"adv. 适当地, 相当地"
1491,routine,ru:'ti:n,"n. 常规, 日常工作, 惯例, 例行公事
a. 日常的, 常规的
[计] 例程"
1492,sign,sain,"n. 符号, 招牌, 征兆, 正负号, 手势
vt. 签名, 打手势表达
vi. 签名
[计] 正负号; 符号; 符号字符"
1493,transformation,.trænsfә'meiʃәn,"n. 变形, 变质, 变化, 改革, 变换
[化] 转化; 变换"
1494,vertically,'vetikli,adv. 垂直地
1495,discrete,dis'kri:t,"a. 不连续的, 离散的
[计] 离散的"
1496,illuminated,,"a. 被照明的, 受启发的, 加了灯饰的, 加了彩饰的"
1497,illustrate,'ilәstreit,"vt. 举例说明, 作图解, 阐明
vi. 举例说明"
1498,introduce,.intrә'dju:s,"vt. 介绍, 引入, 采用, 输入
[法] 引进, 输入, 介绍"
1499,binary,'bainәri,"a. 由两部分组成的, 二进位的, 二元的
[计] 二进制的; 二态的; 二进制, 二进制文件传输类型设置命令"
1500,computation,.kɒmpju'teiʃәn,"n. 计算, 计数, 计算结果
[经] 计算, 估计, 计算法"
1501,developing,di'velәpiŋ,"a. 发展中的
[计] 显影"
1502,keep,ki:p,"n. 生计, 维持, 保持
vt. 保持, 保存, 遵守, 看守, 整理, 维持, 履行, 经营, 拘留, 记帐
vi. 保持, 继续不断"
1503,microscopic,maikrә'skɔpik,"a. 显微镜的, 用显微镜可见的, 微观的, (非正式)极微小的, 细微的
[计] 微观的"
1504,split,split,"n. 劈开, 裂片, 裂缝, 分裂, 派系, 派别, 柳条
a. 劈开的
vi. 分离, 分开, 裂开, 被劈开
vt. 劈开, 切开, 使分裂, 使分离
[计] 拆分"
1505,tip,tip,"n. 顶, 尖端, 梢, 末端, 倾斜, 垃圾场, 小费, 轻击, 指点, 秘密消息
vt. 装顶端, 使倾斜, 使翻倒, 泄露, 告诫, 暗示, 给...小费, 轻击
vi. 倾斜, 翻倒, 倾覆, 踮脚走, 给小费
[计] 终端接口处理器, 提示, 技巧"
1506,virtual,'vә:tʃuәl,"a. 实际上起作用的, 虚的, 实质的, 有效的, 事实上生效的
[计] 虚拟"
1507,yellow,'jelәu,"n. 黄色
a. 黄色的"
1508,default,di'fɒ:lt,"n. 违约, 不履行责任, 缺席, 默认值
v. 疏怠职责, 缺席, 拖欠, 默认
[计] 默认; 默认值; 缺省值"
1509,going,'gәuiŋ,"n. 去, 离去, 工作情况, 地面状况, 行为
a. 进行中的, 流行的, 成功的, 现存的"
1510,intrinsic,in'trinsik,"a. 本质的, 原有的, 真正的
[医] 内部的, 内在的"
1511,pore,pɒ:,"n. 毛孔, 小孔, 气孔
vi. 专心阅读, 细想, 钻研, 沉思, 注视
vt. 使注视得"
1512,recording,ri'kɒ:diŋ,"a. 记录的, 记录用的
n. 录音"
1513,representative,.repri'zentәtiv,"n. 代表, 众议员, 典型
a. 描写的, 表现的, 代理的, 代表的, 代议制的, 典型的"
1514,reproduce,.ri:prә'dju:s,"v. 繁殖, 再生, 复制, 生殖
[计] 复制"
1515,specifically,spi'sifikli,"adv. 特定地, 明确地, 按特性"
1516,validity,vә'liditi,"n. 有效性, 正确性
[计] 有效性"
1517,accessible,әk'sesәbl,"a. 易接近的, 可进入的, 可使用的, 易受影响的, 可理解的"
1518,applicable,'æplikәbl,"a. 合适的, 可应用的
[法] 适用的, 适应的"
1519,attention,ә'tenʃәn,"n. 注意, 注意力
[计] 引起注意信号"
1520,closed,klәuzd,"a. 关闭的, 限于少数人的
[计] 关闭指令"
1521,date,deit,"n. 日期, 约会, 枣椰树
vt. 约会, 定日期
vi. 注明日期, 过时"
1522,delayed,di'leid,a. 定时的；延时的
1523,framework,'freimwә:k,"n. 结构, 骨架, 参照标准, 准则, 观点
[医] 构架组织"
1524,identify,ai'dentifai,"vt. 识别, 认为...等同于, 确定, 使参与
vi. 一致, 认同"
1525,reveal,ri'vi:l,"vt. 露出, 显示, 透露, 揭露, 泄露, (神)启示
n. 窗侧, 门侧"
1526,room,ru:m,"n. 房间, 空位, 场所
vi. 住宿, 居住
vt. 留宿"
1527,worldwide,'wә:ldwaid,a. 全世界的
1528,ad,æd,"n. 广告
[计] 地址, 模拟-数字"
1529,circle,'sә:kl,"n. 圆周, 社交圈, 循环, 范围
vt. 围着, 环绕
vi. 盘旋, 循环"
1530,considerably,kәn'sidәrәbli,"adv. 非常地, 很, 颇"
1531,declare,di'klєә,"v. 宣布, 声明, 申报, 断言"
1532,etching,'etʃiŋ,"n. 蚀刻版画, 蚀刻画, 蚀刻术
[化] 蚀刻; 浸蚀"
1533,feedback,'fi:dbæk,"n. 反馈, 反应
[计] 反馈"
1534,idea,ai'diә,"n. 主意, 办法, 理想, 思想, 概念, 意见
[医] 观念, 思想"
1535,representation,.reprizen'teiʃәn,"n. 表示法, 表现, 陈述, 代表
[计] 表示法指定"
1536,simplicity,sim'plisiti,"n. 单纯, 简朴, 朴素, 坦率, 天真
[计] 简明性"
1537,streak,stri:k,"n. 条理, 斑纹, 倾向
vt. 加条纹
vi. 变成条纹, 飞跑"
1538,dispersed,dis'pә:st,"a. 被驱散的, 被分散的, 散布的"
1539,hundred,'hʌndrәd,"n. 百, 百个东西
num. 百, 百个
a. 一百的, 许多的"
1540,realization,.riәlai'zeiʃәn,"n. 实现, 领悟, 实得
[医] 现实化, 实现"
1541,scenario,si'nɑ:riәu,"n. 剧本提纲, 情节, 剧本, 方案, 事态
[计] 方案"
1542,solving,,v. 解决
1543,specified,,a. 规定的；详细说明的
1544,systematic,.sisti'mætik,"a. 有系统的, 分类上的, 体系的
[医] 系统的, 系的, 分类的"
1545,unprecedented,.ʌn'presidentid,"a. 空前的
[经] 空前的, 无前例的"
1546,agree,ә'gri:,"vi. 同意, 赞成, 应允, 适合
vt. 承认, 认定, 同意"
1547,complexity,kәm'pleksiti,"n. 复杂, 复杂性, 复杂的事物"
1548,context,'kɒntekst,"n. 上下文, 背景, 来龙去脉
n. 上下文
[计] 上下文"
1549,dot,dɒt,"n. 点, 圆点, 小数点, 小东西, 嫁妆
vt. 作小点记号, 加小点于
vi. 打上点
[计] 点"
1550,predict,pri'dikt,"v. 预知, 预言, 预报"
1551,purpose,'pә:pәs,"n. 目的, 意向, 决心, 用途, 效果, 论题
vt. 意欲, 企图, 计划"
1552,smooth,smu:ð,"a. 平滑的, 平稳的, 流畅的, 和蔼的, 安祥的, 圆滑的, 调匀的, 无毛的
vt. 使光滑, 烫平, 使平和, 消除
vi. 变平滑, 变平静
n. 一块平地, 平滑部分"
1553,changed,,a. 变化的；改变的
1554,easy,'i:zi,"a. 容易的, 缓缓的, 舒适的, 从容的, 宽容的, 流畅的, 随便的, 自在的, 疲软的
adv. 容易地, 慢慢地"
1555,existence,ig'zistәns,"n. 存在, 生存
[法] 存在, 存在状态, 实体"
1556,global,'glәubl,"a. 通用的, 全球的, 球形的, 综合的, 普遍的
[计] 共用"
1557,lost,lɒst,"a. 失去的, 遗失的, 迷惑的
lose的过去式和过去分词"
1558,requirement,ri'kwaiәmәnt,"n. 需求, 必要条件, 要求
[化] 要求; 合同要求"
1559,status,'steitәs,"n. 状态, 情形, 地位, 要人身份
[计] 状态"
1560,surrounding,sә'raundiŋ,"n. 环境
a. 周围的"
1561,today,tә'dei,"n. 今天, 当今, 现在
adv. 今天, 当今"
1562,tuning,'tju:niŋ,"n. 调音, 调谐, 协调
[计] 调整"
1563,adopted,ә'dɒptid,"a. 被收养的, 被采用的"
1564,conclude,kәn'klu:d,"vt. 结束, 作结论, 推断
vi. 结束, 推断"
1565,escape,i'skeip,"n. 逃亡, 避难设备, 逃跑
vi. 逃脱, 避开, 溜走
vt. 逃避, 避免, 被...忘掉"
1566,readily,'redili,"adv. 迅速地, 轻易地, 乐意地"
1567,satellite,'sætlait,"n. 人造卫星
[医] 伴行静脉, 陪静脉, 陪病部, 随体, 卫星"
1568,slice,slais,"n. 薄的切片, 一部分, 菜刀
vt. 切成薄片, 切下
vi. 切
[计] 片"
1569,structural,'strʌktʃәrәl,"a. 结构的, 建筑的
[医] 结构的"
1570,beat,bi:t,"n. 心跳(声), 打, 敲打声, 拍子
v. 打, 拍打, 打败
a. 疲乏的, 颓废的
beat的过去式
[计] 拍; 节拍"
1571,define,di'fain,"vt. 定义, 规定, 使明确
[计] 定义"
1572,detect,di'tekt,"vt. 发现, 察觉, 探测
[法] 发现, 查明, 探测"
1573,diffusion,di'fju:ʒәn,"n. 散播, 传播, 蔓延
[医] 扩散, 弥散, 漫射(光)"
1574,intermediate,.intә'mi:diәt,"n. 中间物, 调停者, 中级
a. 中间的, 中级的
vi. 起媒介作用
[计] 中级"
1575,principal,'prinsipәl,"n. 校长, 首长, 本金, 主犯, 资本, 委托人
a. 主要的, 最重要的, 首要的"
1576,respective,ri'spektiv,"a. 分别的, 各自的"
1577,sic,sik,adv. 原文如此
1578,simplified,,a. 简化了的
1579,character,'kærәktә,"n. 个性, 字符, 人物, 性质, 品格, 资格
[计] 字符"
1580,industry,'indәstri,"n. 勤劳, 工业, 企业, 产业, 有组织的劳动
[经] 工业, 实业"
1581,manipulation,mә.nipju'leiʃәn,"n. 操作, 处理
[化] (用手)操作; 使用"
1582,perspective,pә'spektiv,"n. 远景, 透视感, (观察问题的)视角, 透视法, 看法, 透视图
a. 透视的, 透视法的
[计] 透视"
1583,platform,'plætfɒ:m,"n. 站台, 月台, 讲台, 论坛, 平台
[计] 平台"
